('39', '남이분식', '서울 종로구 종로40가길 3', '03197', '02-2273-8203', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjdfNDAg/MDAxNzAzNjI4NTE2NDM2.sGPf9PmlOrRtPt4cJgjgDfr7ZN5qxRlNkJQJqxYpNFcg.Sb2D5Ejt3R0F0hcx0anCOCCg5dysLBDsEQrqUyex7zIg.PNG.jeong_928/C30B519D-D83C-4959-A373-A4093F7C25FB.png?type=w800', '0', '1', '23', '37.570199', '127.006535')
('39', '답십리별미', '서울 동대문구 답십리로48길 98 1층', '02615', '02-2248-1419', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20230505091858_photo1_311569ff0135.jpg', '0', '1', '11', '37.568394', '127.0575856')
('39', '황금수산', '서울 동작구 노들로 674 1층 142호', '06900', '010-5518-1319', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA2MjhfMTAz/MDAxNjU2NDIzMjkxODI4.K4NmNCDRxeaGGMD4_1oE40FFjfgZcrNKjcJmJ_mdpi0g.nWmsYAhRP6xwW2OW-hNQk5bkzQeOETwoCpF9PQgjq2Qg.PNG.hitzza/image.png?type=w800', '0', '1', '12', '37.5148476', '126.9368446')
('39', '야마타니우동', '서울 성동구 왕십리로21길 11 1층', '04715', '0507-1425-4677', 'https://img.siksinhot.com/place/1687830836954258.jpg', '0', '1', '16', '37.5613537', '127.0332151')
('39', '장수식당', '서울 송파구 삼전로 95 태성빌딩', '05566', '02-415-4148', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA2MjlfMTE1/MDAxNjU2NTEwMDc5NDk2.hZrAr--DMlJlilboQH9a_tBa4-BjLkSxbTtYzpDn5XAg.1HslczKSAWL1g_lwGfeH1g170nrrw_k1le4fUXwXyyUg.JPEG.h00000n/IMG_4722.jpg?type=w800', '0', '1', '18', '37.5071733', '127.0898049')
('39', '빨간부산오뎅', '서울 송파구 백제고분로48길 36 빨간오뎅', '05643', '02-6439-5050', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA1MDFfODgg/MDAxNjgyOTQzMDAyNzA3.YhclcT1ZmO8FDVswkqjJFWu6mgFk0HgQQEShXofQ6QUg.b4iPbqKivRSTIfIhNhhkqmXwErWc4MjzKTDjedq_l_sg.JPEG.osb524/%EB%B9%A8%EA%B0%84%EB%B6%80%EC%82%B0%EC%98%A4%EB%8E%85_14.jpg?type=w800', '0', '1', '18', '37.5104105', '127.1169009')
('39', '꽃피다한우', '서울 송파구 백제고분로48길 36 빨간오뎅', '05643', '0507-1445-9801', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA1MDFfODgg/MDAxNjgyOTQzMDAyNzA3.YhclcT1ZmO8FDVswkqjJFWu6mgFk0HgQQEShXofQ6QUg.b4iPbqKivRSTIfIhNhhkqmXwErWc4MjzKTDjedq_l_sg.JPEG.osb524/%EB%B9%A8%EA%B0%84%EB%B6%80%EC%82%B0%EC%98%A4%EB%8E%85_14.jpg?type=w800', '0', '1', '18', '37.4473473', '126.8850297')
('39', 'PKM가든 레스토랑&카페', '서울 종로구 삼청로7길 40 피케이엠갤러리 2층', '03049', '02-734-9466', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA1MDFfODgg/MDAxNjgyOTQzMDAyNzA3.YhclcT1ZmO8FDVswkqjJFWu6mgFk0HgQQEShXofQ6QUg.b4iPbqKivRSTIfIhNhhkqmXwErWc4MjzKTDjedq_l_sg.JPEG.osb524/%EB%B9%A8%EA%B0%84%EB%B6%80%EC%82%B0%EC%98%A4%EB%8E%85_14.jpg?type=w800', '0', '1', '23', '37.5841122', '126.9801406')
('39', '등마루족발연구소', '서울 영등포구 선유로49길 32-1', '07208', '02-2678-4060', 'https://uihmdccdciav16245131.cdn.ntruss.com/dev/store/store2/158423_1922830128.jpg?type=w&w=1024&quality=80&extopt=0', '0', '1', '20', '37.5371228', '126.8943507')
('39', '겸상', '서울 성동구 무학봉15길 28-1 1층 겸상', '04710', '0507-1327-6536', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA3MDVfMjQw/MDAxNjU2OTk1MzkyMjUw.e_8W53piVQ4C50Ukb3drH9uUuhcY9_bs_SHm1iK5mTwg.UDZuJkEgDRZQvnEJ1QhAkprd651nDxTsRmSggxu0kRcg.JPEG.sc_art/IMG_2382.JPG?type=w800', '0', '1', '16', '37.5636687', '127.0303817')
('39', '중화호반닭갈비막국수 본점', '서울 중랑구 봉화산로 20 1층', '02101', '02-439-1656', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240303063615894_photo_464cacc469ea.jpg', '0', '1', '25', '37.601417', '127.0763681')
('39', '모꼬지에', '서울 송파구 송파대로36길 5-13 지하', '05676', '0507-1352-6150', 'https://img.siksinhot.com/place/1488508055059448.jpg', '0', '1', '18', '37.5004679', '127.1123698')
('39', '남영탉', '서울 용산구 한강대로80길 12 1층', '04352', '070-8733-5949', 'https://img.siksinhot.com/place/1676337543726640.jpg?w=307&h=300&c=Y', '0', '1', '21', '37.5425731', '126.9735185')
('39', '카사데타코 의정부점', '경기 의정부시 시민로131번길 17 1층', '11695', '0507-1457-3432', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240305120116_photo1_b4762f00408c.jpg', '0', '1', '21', '37.7389183', '127.0497047')
('39', '요거트월드 하양점', '경북 경산시 하양읍 대학로305길 51-2 2층 요거트월드', '38528', '0508-8189-1519', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240305120116_photo1_b4762f00408c.jpg', '0', '1', '21', '35.9108555', '128.8168344')
('39', '보마켓 서울숲점', '서울 성동구 왕십리로 83-21', '04769', '02-6233-7621', 'https://peton.me/data/file/addPlace/%EB%B3%B4%EB%A7%88%EC%BC%93_%EC%84%9C%EC%9A%B8%EC%88%B2%EC%A0%90_83-21_1.webp', '0', '1', '16', '37.5441547', '127.0433577')
('39', '대승곱창', '서울 마포구 동교로38길 4 2층', '03982', '0507-1472-1503', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240318012358_photo1_257a89f57538.jpg', '0', '1', '13', '37.561646', '126.9245759')
('39', '포도젝트', '서울 성동구 뚝섬로7길 7-1 1층(성수동2가)', '04784', '0507-1448-0271', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA1MDVfMjUg/MDAxNjgzMjYwOTM0MDA0.A2GBMG6YXMnyjTsyzZMnZCPTI_6M8m7kBnWx8MCc14Mg.MNkut3tEAJjJXyynwprT7G1GVVq4lfKIR9tmK5FmaoMg.JPEG.hodduk32/SE-00e2120c-eafb-11ed-bb83-71371c674d99.jpg?type=w800', '0', '1', '16', '37.5390595', '127.0564281')
('39', '호수청구아파트', '경기 용인시 기흥구 공세로 226', '17100', 'None', 'https://www.landfuture.co.kr:447/img_102/file_root/court_pic/000250/2021/000250-20210130055687-1.jpg', '0', '5', '4', '37.2404075', '127.1032613')
('39', '김영태의이자카야마을 구로점', '서울 구로구 디지털로32나길 17-12 2층', '08391', '0507-1428-8711', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA3MjdfMjMg/MDAxNjU4ODg1NDgwMDg2.TmJZUpKHrhMoQke3Z72JmwLxI-ORV869BPFCuRI3JUAg.NVs5P1MiWlVBim3ySotLsI5JnOiWMINyIDPmZthFd0Qg.JPEG.hyeju1102/20220726212445%EF%BC%BFIMG%EF%BC%BF6024.JPG?type=w800', '0', '1', '7', '37.4844254', '126.8998241')
('39', '쉐발루즈', '서울 마포구 독막로3길 33 1층 좌측', '04044', '0507-1368-3362', 'https://map.daumcdn.net/map_k3f_prod/bakery/image_map_png/PNG01/v28_znu9w/4/995/436.png', '0', '1', '13', '37.5497194', '126.9172163')
('39', '부띠끄경성', '서울 종로구 삼청로 75-5', '03054', '0507-1300-4534', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240422125231_photo2_06ab53ef04d5.jpg', '0', '1', '23', '37.5822811', '126.9811716')
('39', '에이엘 AL MODELS', '서울 강남구 논현로132길 15 2층', '06052', '02-2135-2399', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA3MDZfMTI0/MDAxNjU3MDg0OTQ2MzYx.woOyO2ksuDNTWMeIRNnOUZq_uEHeQU8AN0jDibQ9zT0g.1AJRLvj1RImU9W489XtBon9kZAK7ODIY2fWYVUcg8Qcg.JPEG.almodels_info/MAIN1.jpg?type=w800', '0', '1', '1', '37.5152605', '127.031821')
('39', '디그인', '서울 강남구 논현로161길 12 지상1층, 2층', '06031', '127.0272328', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAxMTZfNTQg/MDAxNzA1MzgzMDIyNzg5.y9UL4qHEZmByFxrGglsOl_Ju3_W8Ge0giCaHNjC1l-8g.7gh1-foX_I8fctLFk3wfaHC57Bqf0nmTK7gkaGTtxnsg.JPEG.juloveyj/IMG_2784.JPG?type=w800', '0', '1', '1', ' 2층', '37.5235932')
('39', '마라히데 성', '서울 강남구 논현로161길 12 지상1층, 2층', '06031', ' Co. Dublin', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAxMTZfNTQg/MDAxNzA1MzgzMDIyNzg5.y9UL4qHEZmByFxrGglsOl_Ju3_W8Ge0giCaHNjC1l-8g.7gh1-foX_I8fctLFk3wfaHC57Bqf0nmTK7gkaGTtxnsg.JPEG.juloveyj/IMG_2784.JPG?type=w800', '0', '1', '1', ' Malahide Demesne', ' Malahide')
('39', '류경회관 롯데백화점본점', '서울 강남구 논현로161길 12 지상1층, 2층', '06031', '02-772-3075', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAxMTZfNTQg/MDAxNzA1MzgzMDIyNzg5.y9UL4qHEZmByFxrGglsOl_Ju3_W8Ge0giCaHNjC1l-8g.7gh1-foX_I8fctLFk3wfaHC57Bqf0nmTK7gkaGTtxnsg.JPEG.juloveyj/IMG_2784.JPG?type=w800', '0', '1', '1', '37.5647621', '126.9818089')
('39', '타이베이', '서울 강남구 논현로161길 12 지상1층, 2층', '06031', 'None', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAxMTZfNTQg/MDAxNzA1MzgzMDIyNzg5.y9UL4qHEZmByFxrGglsOl_Ju3_W8Ge0giCaHNjC1l-8g.7gh1-foX_I8fctLFk3wfaHC57Bqf0nmTK7gkaGTtxnsg.JPEG.juloveyj/IMG_2784.JPG?type=w800', '0', '1', '1', '25.0329636', '121.5654268')
('39', '마렘', '서울 강남구 학동로42길 52', '06101', '0507-1348-0250', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA4MDJfMTA3/MDAxNjU5NDUxNDMxNzE2.KxJuvIiZnASMTk4RTlf4IMpjv9R8zhMnkP_ukeM7c1Ug.K-E3nS_-do5nPsjM9DNoFPKKa13mvFWYXluAl4QJlvsg.JPEG.mouse466/20220730%EF%BC%BF123602.jpg?type=w800', '0', '1', '1', '37.5121007', '127.0364162')
('39', '신기로BBQ라운지', '경기 용인시 처인구 신기로 106-32 카페신기로 별관', '17059', '0507-1380-5464', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA2MDVfMTUx/MDAxNjg1OTYzMTgwMzA1.V8s3vXEF8HNKfciCIh_eS2xNlURmMv1KbSMl7NQPcKMg.dycjBTYewBhTflaf4DP2bEBsUIuZZm48ir2kh8_3bQcg.JPEG.alsrud8680/20230602%EF%BC%BF175540.jpg?type=w800', '0', '1', '1', '37.2164771', '127.1982535')
('39', '이요이요 파크자이3호점', '서울 마포구 백범로 152 201동 1층 2호', '04148', '010-4128-2535', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240314122240378_photo_410b0378b60b.jpg', '0', '1', '13', '37.5453603', '126.9471925')
('39', '청계', '서울 마포구 백범로 152 201동 1층 2호', '04148', '02-3665-3827', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240314122240378_photo_410b0378b60b.jpg', '0', '1', '13', '37.5598335', '126.8352552')
('39', '꾸브라꼬숯불두마리치킨 서귀포점', '제주 서귀포시 동문동로 37', '63590', 'None', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240409035252_photo2_32bde22a5f79.jpg', '0', '1', '13', '33.2512356', '126.5644229')
('39', '운트하우스', '서울 송파구 석촌호수로 84 3층', '05564', '0507-1352-6445', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240409035252_photo2_32bde22a5f79.jpg', '0', '1', '18', '37.5087861', '127.0866902')
('39', '러빙헛 카페', '서울 강남구 개포로22길 35', '06308', '02-576-2158', 'https://visitgangnam.net/wp-content/uploads/2023/04/3-min-42.jpg', '0', '1', '1', '37.476888', '127.049416')
('39', '台湾まぜそばはなび名駅ウィンクあいち店', '서울 강남구 개포로22길 35', '06308', ' Meieki', 'https://visitgangnam.net/wp-content/uploads/2023/04/3-min-42.jpg', '0', '1', '1', ' Nagoya', ' Nakamura Ward')
('39', '디그인', '서울 강남구 논현로161길 12 지상1층, 2층', '06031', '127.0272328', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAxMTZfNTQg/MDAxNzA1MzgzMDIyNzg5.y9UL4qHEZmByFxrGglsOl_Ju3_W8Ge0giCaHNjC1l-8g.7gh1-foX_I8fctLFk3wfaHC57Bqf0nmTK7gkaGTtxnsg.JPEG.juloveyj/IMG_2784.JPG?type=w800', '0', '1', '1', ' 2층', '37.5235932')
('39', 'TWORLD 렉스대리점 본점', '부산 부산진구 서면로 67 1층', '47285', '0507-1390-7027', 'https://static.tworldfriends.co.kr/photos/BiiaCYn7o2OhJcNG2MtkJzEnGuXcLLhEGWppclra.jpeg', '0', '6', '7', '35.1568779', '129.0575862')
('39', '클라만', '경기 수원시 팔달구 화서문로32번길 21 지층 클라만(KLAMMERN)', '16251', '070-7537-2750', 'https://static.tworldfriends.co.kr/photos/BiiaCYn7o2OhJcNG2MtkJzEnGuXcLLhEGWppclra.jpeg', '0', '6', '7', '37.2842766', '127.012165')
('39', '마초쉐프 강남본점', '서울 강남구 강남대로106길 29 1층', '06124', '0507-1392-8886', 'https://static.tworldfriends.co.kr/photos/BiiaCYn7o2OhJcNG2MtkJzEnGuXcLLhEGWppclra.jpeg', '0', '1', '1', '37.5034081', '127.0278735')
('39', '스카이 비치', '서울 용산구 청파로20길 95 스카이킹덤 34F 카바나 시티', '04372', '02-2223-7970', 'https://sdc-club.com/m/assets/images/skykingdom/img_skykingdom_view_11.png', '0', '1', '21', '37.5322061', '126.9610321')
('39', '신기로BBQ라운지', '경기 용인시 처인구 신기로 106-32 카페신기로 별관', '17059', '0507-1380-5464', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA2MDVfMTUx/MDAxNjg1OTYzMTgwMzA1.V8s3vXEF8HNKfciCIh_eS2xNlURmMv1KbSMl7NQPcKMg.dycjBTYewBhTflaf4DP2bEBsUIuZZm48ir2kh8_3bQcg.JPEG.alsrud8680/20230602%EF%BC%BF175540.jpg?type=w800', '0', '1', '21', '37.2164771', '127.1982535')
('39', '정원분식', '서울 동작구 사당로28길 5 1층', '07013', '0507-1429-0425', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjRfMjgz/MDAxNzAzMzQ0NTk5NDkw.UAZiCgYQaeW3-seNGISHjpCvdD0VYE1lShZOLAGvw8Ug.v4DcYuUciZutNPNlpoWP1OhRAOvdM9rVMIQ32iUvgAcg.JPEG.songhj7377/IMG_6899.jpg?type=w800', '0', '1', '12', '37.4841683', '126.9797411')
('39', '양계장 양조장', '경기 김포시 김포한강2로23번길 72 2층 220,221호', '10090', '126.6795436', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA0MDFfMSAg/MDAxNjgwMzUxNjA0OTY1.dmeUXo2LmXVCQ-2UDKhrygBp8DpLlY_9cF57ycf23Swg.aDogTAIWOaeJQO3OlbF3X_9DCIOjr5akyTvG89ZC8r8g.JPEG.mellona/SE-e312c6cb-71e1-41cc-866a-456bf98db89b.jpg?type=w800', '0', '1', '12', '221호', '37.6404049')
('39', '에코동물병원', '서울 송파구 동남로 161 101호', '05826', '02-443-2222', 'https://static.wixstatic.com/media/51a7c5_2f801ef7fd714af88595d7905fb4e25a~mv2.png/v1/fill/w_527,h_396,al_c,lg_1,q_85,enc_auto/51a7c5_2f801ef7fd714af88595d7905fb4e25a~mv2.png', '0', '1', '18', '37.492723', '127.128118')
('39', '시골청국장', '서울 노원구 동일로203가길 29 브라운스톤중계 2층 232,233호', '01779', '127.0640797', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA0MjVfMzcg/MDAxNjUwODkzNTYzOTIw.PeAOiAHbOsBwfLGPpg44yhUSGvbgVEy9ZMyGK2vvCPIg.ccFNgr_2zavEpZlT4w3Igc8GnfFzt2OXtcLgwpoAkqcg.JPEG.lierch/20220419%EF%BC%BF193511.jpg?type=w800', '0', '1', '9', '233호', '37.6401396')
('39', '원수연헤어', '서울 동대문구 천호대로81길 23 수하우스', '02635', '0507-1489-9983', 'https://mblogthumb-phinf.pstatic.net/MjAyMjEyMjJfMjk0/MDAxNjcxNzExNzE1NTYy._xH0UycpuI4ezxOjJ4EsPoFolJIrt_UrrW3GcB7xPUkg.61gZVhp0SbJwdPblo--6ADDzUwkws2or1teXMjilLa8g.JPEG.jsong_ps13/SE-8c5a5dba-c6e7-4a7f-859d-427e4c795797.jpg?type=w800', '0', '1', '11', '37.5634594', '127.0641344')
('39', '정원분식', '서울 동작구 사당로28길 5 1층', '07013', '0507-1429-0425', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjRfMjgz/MDAxNzAzMzQ0NTk5NDkw.UAZiCgYQaeW3-seNGISHjpCvdD0VYE1lShZOLAGvw8Ug.v4DcYuUciZutNPNlpoWP1OhRAOvdM9rVMIQ32iUvgAcg.JPEG.songhj7377/IMG_6899.jpg?type=w800', '0', '1', '12', '37.4841683', '126.9797411')
('39', '서울대학교 연건캠퍼스의과대학', '서울 종로구 대학로 95 함춘회관', '03082', 'None', 'https://www.snu.ac.kr/webdata/uploads/kor/image/2020/01/about-multicampus-yongon-univ_lg.jpg', '0', '1', '23', '37.5804918', '127.0013813')
('39', '전태일기념관', '서울 종로구 청계천로 105 아름다운청년 전태일기념관', '03191', '02-318-0904', 'https://www.taeil.org/assets/img/introduction/purpose-1.jpg', '0', '1', '23', '37.5684612', '126.9892914')
('39', '소래포구종합어시장', '인천 남동구 소래역로 12', '21673', 'None', 'https://img.siksinhot.com/place/1547618381772054.jpg?w=307&h=300&c=Y', '0', '2', '4', '37.3988819', '126.73698')
('39', '쿠레쥬 신림점', '서울 관악구 신림로 307 1층', '08776', '0507-1354-2313', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA0MDRfMTgg/MDAxNjgwNjE1NzgwNDkw.npM_0M5IGhih5g3XES1ns5VMMZhJU9gZ1U2EVrjgaQcg.J-0U8K-OC22Goz4tf8QBs_ffcT84LnRedqxjzjZlOosg.JPEG.onute9400/%EC%BF%A0%EB%A0%88%EC%A5%AC_%EC%8B%A0%EB%A6%BC%EC%A0%90_(15).jpg?type=w800', '0', '1', '5', '37.4819379', '126.9297743')
('39', '고든램지 버거', '서울 송파구 올림픽로 300 롯데월드몰 지하1층', '05551', '127.1025625', 'https://blog.kakaocdn.net/dn/cqHODF/btscKlDRdpx/lyk2NwvDxI7qvtVN5dSriK/img.jpg', '0', '1', '18', ' 롯데월드몰', '37.5125702')
('39', '노들섬 잔디마당', '서울 용산구 양녕로 445', '04427', 'None', 'https://cdn.nodeul.org/wp-content/uploads/2021/12/03025528/_%EC%9E%94%EB%94%94%EB%A7%88%EB%8B%B911-e1662910523308.png', '0', '1', '21', '37.5182649', '126.9569835')
('39', '갓덴스시 종로점', '서울 종로구 종로12길 14 1F', '03189', '0507-1422-1477', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMTlfNjIg/MDAxNzAyOTQ5MDA1ODQ0.ENXTA-WXiIp1rxFsCR10xmS1AQHFD_czRNrRdv60wNAg.AkI_Is_UuCGovA2IGgPqo-JazRw_A52T6wtjy8Fyyncg.JPEG.gnlgnltjd6/SE-55cfdf9a-f443-4c0e-89b2-7ce0e37b5239.jpg?type=w800', '0', '1', '23', '37.5695034', '126.9856571')
('39', '뚜레쥬르 호계아크로점', '경기 안양시 동안구 엘에스로 35 호계아크로리버', '14121', '031-8091-5200', 'https://ic.zigbang.com/vp/BigData/17728/0966e6918fe5e5a6072da7593e9be5e2ad2307f8.jpg?w=500&h=375&q=60&a=1', '0', '1', '23', '37.3670107', '126.9555449')
('39', '헤이허니&아트버스터픽쳐', '서울 서초구 서리풀4길 7-6 1층', '06642', '02-3443-1320', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjlfMTAy/MDAxNzAzODQ3MzM4NTMw.HXakAURxTpCvF_PfFAFJGBLi-ls-Q88wipHc20_USl4g.PfSllQc7NHv5rvG_H96sqDaW_iOdLv0a_HQhRsA3vOIg.JPEG.hongcrow606/SE-05ce442d-a54d-4ee1-81c1-f60318edc091.jpg?type=w800', '0', '1', '15', '37.4883916', '127.0211574')
('39', '르메르 한남 플래그십', '서울 용산구 대사관로11길 8-3 르메르 한남점', '04401', '070-4146-0230', 'https://magazine.brique.co/wp-content/uploads/2023/11/LEMAIRE-3-905x603.jpg', '0', '1', '21', '37.5343028', '127.0019206')
('39', '토리코', '경기 수원시 팔달구 화서문로31번길 6 1층 토리코', '16250', '0507-1390-6066', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20221111103423_photo2_b69042a34009.jpg', '0', '1', '1', '37.285258', '127.0113563')
('39', '서울대학교 연건캠퍼스의과대학', '서울 종로구 대학로 95 함춘회관', '03082', 'None', 'https://www.snu.ac.kr/webdata/uploads/kor/image/2020/01/about-multicampus-yongon-univ_lg.jpg', '0', '1', '23', '37.5804918', '127.0013813')
('39', '투머치텍스트', '서울 마포구 동교로46길 34 1.5층', '03982', '0507-1375-2134', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA1MjBfMTEy/MDAxNjUyOTgwNDI2MzU5.bl15iybxa1FGTV4mqVI_3J_qhRHNPaxTpBYR1P_nb50g.4Ch1vvWprQeyDaw0yIKQ9wVULD1ewybIZ0TiWgnai0wg.JPEG.daesuk217/1652975589617.jpg?type=w800', '0', '1', '13', '37.5621699', '126.9265144')
('39', '꼬미다', '부산 동래구 아시아드대로176번길 21', '47840', '051-914-2107', 'https://mblogthumb-phinf.pstatic.net/MjAyMjAzMTlfMTQ4/MDAxNjQ3NjY4MDgwMTM5.tSoFXLwQtzpRAtKzE1pMZ29tmwXuhWzIqzTMdoNW6PUg.mTzBQazd38A-qwln91uWRbgk62VTDYMnPpMsSOVGVpAg.JPEG.vitro99/20220317%EF%BC%BF180227.jpg?type=w800', '0', '6', '6', '35.200633', '129.0655426')
('39', '독도체험관', '서울 영등포구 영중로 15 타임스퀘어', '07305', 'None', 'https://mediahub.seoul.go.kr/uploads/mediahub/2023/05/sTNvFTsGgMNxyFxYArQqBabHeiufCTAd.jpg', '0', '1', '20', '37.5176343', '126.9042787')
('39', 'RAMEN-SAN Deluxe', '서울 영등포구 영중로 15 타임스퀘어', '07305', '41.8948318', 'https://mediahub.seoul.go.kr/uploads/mediahub/2023/05/sTNvFTsGgMNxyFxYArQqBabHeiufCTAd.jpg', '0', '1', '20', ' Chicago', ' IL 60611 미국')
('39', '고구려짬뽕10101 김포한강신도시점', '경기 김포시 김포한강4로212번길 74', '10064', '0507-1474-7738', 'https://d3fpdiit4h0p2n.cloudfront.net/nate-view/2023/04/25030430/thumb-dffa8e3e-b544-4088-ae22-2cc54e82f4ad.jpeg', '0', '1', '20', '37.6521748', '126.6618543')
('39', '헤이허니&아트버스터픽쳐', '서울 서초구 서리풀4길 7-6 1층', '06642', '02-3443-1320', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjlfMTAy/MDAxNzAzODQ3MzM4NTMw.HXakAURxTpCvF_PfFAFJGBLi-ls-Q88wipHc20_USl4g.PfSllQc7NHv5rvG_H96sqDaW_iOdLv0a_HQhRsA3vOIg.JPEG.hongcrow606/SE-05ce442d-a54d-4ee1-81c1-f60318edc091.jpg?type=w800', '0', '1', '15', '37.4883916', '127.0211574')
('39', '힘내라 고기냉면 송도점', '인천 연수구 해돋이로 107', '21997', '032-831-2021', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA1MDNfMTg0/MDAxNjgzMDgxNzAwNDE4.hixHgMGwlO-O127yzyplgqdXMM-Q3KKMN5pkXOwi8Msg.WMvk20n2rnwHHPW0qrVzjM_zmSxqtWbpdcD6uPgrHY8g.PNG.sen2_2/FE79C730-D684-4418-B2AF-CB4356F6795D.png?type=w800', '0', '2', '8', '37.391052', '126.6482227')
('39', '코다리마을', '강원 강릉시 사천면 조부동길 67-2 코다리마을', '25435', '033-652-9299', 'https://spi.maps.daum.net/map2/map/imageservice?IW=372&IH=250&MX=906360&MY=1210487&SCALE=2.5&CX=906362&CY=1210488&TX=906362&TY=1210653&TEXT=%EC%BD%94%EB%8B%A4%EB%A6%AC%EB%A7%88%EC%9D%84&service=open', '0', '2', '8', '37.7844775', '128.9166912')
('39', '양계장 양조장', '경기 김포시 김포한강2로23번길 72 2층 220,221호', '10090', '126.6795436', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA0MDFfMSAg/MDAxNjgwMzUxNjA0OTY1.dmeUXo2LmXVCQ-2UDKhrygBp8DpLlY_9cF57ycf23Swg.aDogTAIWOaeJQO3OlbF3X_9DCIOjr5akyTvG89ZC8r8g.JPEG.mellona/SE-e312c6cb-71e1-41cc-866a-456bf98db89b.jpg?type=w800', '0', '2', '8', '221호', '37.6404049')
('39', '하이모레이디 압구정점', '서울 강남구 압구정로 334 한양상가 1층 105,106호', '06018', '127.0382165', 'https://mblogthumb-phinf.pstatic.net/MjAyMDAzMThfMzEg/MDAxNTg0NTI0OTQ3MTkz.9xWeVNgoRnEv4TRo42-J1_gYVBl5VtyDQtjvI-06Xt0g.vbDUcv5rpLn0wwsleuVrtJ-OFnygb7nLAPY_E4kSOo8g.JPEG.dailybom/%EC%95%95%EA%B5%AC%EC%A0%95%EA%B0%80%EB%B0%9C_b_01_1.jpg?type=w800&jopt=2', '0', '1', '1', '106호', '37.5282309')
('39', '고구려짬뽕10101 김포한강신도시점', '경기 김포시 김포한강4로212번길 74', '10064', '0507-1474-7738', 'https://d3fpdiit4h0p2n.cloudfront.net/nate-view/2023/04/25030430/thumb-dffa8e3e-b544-4088-ae22-2cc54e82f4ad.jpeg', '0', '1', '1', '37.6521748', '126.6618543')
('39', '디그인', '서울 강남구 논현로161길 12 지상1층, 2층', '06031', '127.0272328', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAxMTZfNTQg/MDAxNzA1MzgzMDIyNzg5.y9UL4qHEZmByFxrGglsOl_Ju3_W8Ge0giCaHNjC1l-8g.7gh1-foX_I8fctLFk3wfaHC57Bqf0nmTK7gkaGTtxnsg.JPEG.juloveyj/IMG_2784.JPG?type=w800', '0', '1', '1', ' 2층', '37.5235932')
('39', '셀틱 파크', '서울 강남구 논현로161길 12 지상1층, 2층', '06031', '-4.2055427', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAxMTZfNTQg/MDAxNzA1MzgzMDIyNzg5.y9UL4qHEZmByFxrGglsOl_Ju3_W8Ge0giCaHNjC1l-8g.7gh1-foX_I8fctLFk3wfaHC57Bqf0nmTK7gkaGTtxnsg.JPEG.juloveyj/IMG_2784.JPG?type=w800', '0', '1', '1', ' Glasgow G40 3RE 영국', '55.84969599999999')
